400000000;16.3
550000000;18.8
700000000;21.3
850000000;23
1000000000;25
1250000000;26.6
1500000000;28
1750000000;30
2000000000;30.5
2250000000;31.5
2500000000;32.5
2750000000;33
3000000000;33.8
3250000000;34
3500000000;36
3750000000;36.5
4000000000;37
4250000000;37.5
4500000000;38
4750000000;38.5
5000000000;39
5250000000;40
5500000000;41
5750000000;42
6000000000;42.5
